id_transaccion,customer_id,monto,fecha,region,id_tienda,edad,preferencias,geolocalizacion,ingresos,puntos_lealtad,gastos_mensuales,segmento_cliente
9817,1184,0.5381907537111656,2024-06-12,sur,16,66,Tecnologia,Vieja República Federal Democrática de Nepal,0.20557471903861133,0.16153923238801482,0.6087652016980784,Regular
9816,1759,0.5697270732210048,2025-01-05,mexico,35,60,Deportes,Vieja Omán,0.3736953377100256,0.1586331295721014,0.14249092512458728,Regular
9815,853,0.20626119007877008,2024-10-07,centro,11,39,Moda,San José Eduardo de la Montaña,0.2303104484255035,0.5534622707686141,0.24716474231455465,Regular
9814,761,0.3475299985046215,2025-01-11,mexico,11,64,Moda,San Paola los bajos,0.818304217202626,0.040885860306643956,0.3976538627181559,Regular
9813,617,0.2485339228627202,2025-06-03,mexico,44,50,Tecnologia,San Jaime los altos,0.30556359185490156,0.8412666599859705,0.6917003342835462,Regular
9812,489,0.7823537257152556,2025-11-09,mexico,42,19,Hogar,Nueva Estonia,0.8254033604094804,0.36366369375688945,0.7314452123623387,Premium Joven
9811,983,1.0000000000000002,2025-09-20,mexico,16,43,Tecnologia,Vieja Chipre,0.9475575831756982,0.8979857701172462,0.47741022538504135,Regular
9810,140,0.5558180326477494,2024-10-16,norte,50,62,Deportes,Vieja Angola,0.9517414042505841,0.23148612085379297,0.751686798876151,Regular
9809,1229,0.1930291113814468,2025-01-23,mexico,14,32,Moda,Vieja Bahamas,0.514409702904195,0.31385910411864915,0.9528926806259099,Regular
9808,1976,0.6217056206022737,2024-07-28,mexico,6,38,Hogar,Nueva Bangladesh,0.08148436630688774,0.7658081972141497,0.8641742376079243,Regular
9807,1498,0.21564974194617442,2024-08-13,mexico,41,60,Deportes,Nueva Ghana,0.08916212306665183,0.6902495240004008,0.19287955538237522,Regular
9806,1969,0.9139652183050492,2024-10-18,sur,6,51,Hogar,Nueva Haití,0.6416156670746634,0.22246718108026856,0.3055515678513566,Regular
9805,798,0.32819717979703267,2026-02-01,mexico,48,63,Tecnologia,Vieja Brunei Darussalam,0.5923222432402359,0.42328890670407854,0.6524681610303316,Regular
9804,112,0.6502956403655189,2026-03-20,sur,32,52,Deportes,Nueva Georgia,0.6808167352842995,0.18308447740254535,0.177190787719694,Regular
9803,1350,0.3853691361966463,2025-11-06,mexico,49,31,Tecnologia,San Gerardo de la Montaña,0.6249026371425392,0.15312155526605872,0.0654006275507065,Regular
9802,1418,0.28598911202809696,2024-12-24,mexico,25,33,Moda,Nueva Santa Lucía,0.9790141315233114,0.280789658282393,0.9251861118516846,Regular
9801,377,0.3642337801955308,2025-01-20,mexico,17,57,Tecnologia,San Victoria de la Montaña,0.9495159675086235,0.2689648261348832,0.599249400135354,Regular
9800,1611,0.2480267066512009,2026-06-05,sur,25,70,Deportes,San Judith los altos,0.010548570156893297,0.2422086381400942,0.47119624289903816,Regular
9799,94,0.08405441561013462,2025-06-14,mexico,16,62,Deportes,San Ángel de la Montaña,0.24892622677200402,0.038981861910011024,0.0288345193904965,Regular
9798,414,0.7948886347194548,2024-06-19,mexico,31,43,Deportes,Nueva Mauricio,0.8823077779014131,0.9494939372682634,0.05436721970427186,Regular
9797,1312,0.6541856451749795,2026-06-01,sur,47,34,Deportes,Vieja Burkina Faso,0.8633136753087793,0.8529912816915522,0.485367404278009,Regular
9796,1460,0.6431865302773725,2025-05-16,centro,29,36,Moda,Nueva Francia,0.6701123845554691,0.44313057420583224,0.42613974282725947,Regular
9795,153,0.2679556559659539,2024-10-10,mexico,45,55,Hogar,San Alta  Gracia de la Montaña,0.30479581617892515,0.18328489828640143,0.7411660958552941,Regular
9794,1640,0.6608117884322372,2024-10-12,mexico,40,45,Hogar,San Cristian de la Montaña,0.9255035050628686,0.9900791662491232,0.9879001661163633,Regular
9793,349,0.874095194985228,2025-10-05,centro,17,43,Hogar,San José Carlos de la Montaña,0.8111494380772226,0.8121054213849083,0.0,Regular
9792,471,0.9855857639969446,2024-11-20,mexico,8,47,Deportes,San Daniela los altos,0.354289529320129,0.9943882152520293,0.8389286519964725,Regular
9791,502,0.747331557739796,2026-03-02,norte,17,47,Tecnologia,Vieja Mali,0.33940135751641254,0.8522898085980559,0.6593999302721436,Regular
9790,758,0.046055636162293016,2025-02-17,mexico,35,57,Hogar,San Andrea los bajos,0.1615889618337599,0.8357550856799278,0.5181394967289431,Regular
9789,1733,0.9115584672774817,2026-04-03,norte,34,25,Moda,Vieja Federación de Rusia,0.2489929898742628,0.14700871830844775,0.5255224462172637,Premium Joven
9788,1069,0.8532407276430815,2024-08-13,sur,21,35,Moda,San Wendolin los altos,0.658929564927117,0.997995791161439,0.20157502922417503,Regular
9787,135,0.14577111009622962,2026-05-29,sur,32,47,Moda,Nueva Benin,0.9159341270724379,0.9179276480609279,0.6378253112118291,Regular
9786,1510,0.12688892571202243,2025-05-21,mexico,4,35,Tecnologia,Nueva Brasil,0.9845332146433738,0.6042689648261349,0.9376756014027603,Regular
9785,1604,0.2659672067542608,2025-02-13,sur,18,46,Tecnologia,Vieja Uganda,0.6128852787359519,0.2410061128369576,0.9209204077028772,Regular
9784,819,0.4568664142036705,2025-02-17,sur,34,58,Deportes,Vieja Bangladesh,0.714576610659842,0.1629421785750075,0.6837021390045322,Regular
9783,17,0.9169276843053967,2025-07-31,norte,46,19,Deportes,San José Luis los altos,0.22407922554801377,0.08337508768413669,0.19546358770328748,Premium Joven
9782,1683,0.877132429909186,2024-08-31,mexico,4,56,Moda,San María del Carmen los bajos,0.22990986981195058,0.7267261248622106,0.04081130411599433,Regular
9781,1392,0.34120293094180554,2025-02-27,sur,22,35,Hogar,Vieja Camboya,0.2683431623456103,0.45395330193406147,0.24173007116342982,Regular
9780,556,0.9851432128004396,2026-01-13,mexico,46,29,Moda,Nueva Fiji,0.22057416267942584,0.38520893877141993,0.18748590061729659,Premium Joven
9779,55,0.8491223744993514,2025-08-05,mexico,41,45,Moda,Nueva Argentina,0.48099477022365644,0.013628620102214651,0.13779454892229442,Regular
9778,846,0.23935957385755105,2025-12-01,centro,29,44,Hogar,Vieja Austria,0.17674418604651163,0.23038380599258443,0.2375669079797379,Regular
9777,1161,0.014955805503801088,2024-07-31,norte,39,27,Deportes,San Salma los bajos,0.8053966840992545,0.5947489728429702,0.10617091528065463,Regular
9776,621,0.8857793548856439,2024-10-23,norte,7,38,Moda,San Lucía los bajos,0.8842661622343385,0.22186591842870027,0.5511576874961547,Regular
9775,123,0.645876190745628,2025-02-12,centro,13,46,Moda,Nueva Federación de Rusia,0.49063091131634584,0.046096803286902494,0.40384733701113595,Regular
9774,383,0.68981202688448,2026-02-21,centro,3,26,Tecnologia,Nueva Malasia,0.9604206075442305,0.5117747269265457,0.764073747462111,Premium Joven
9773,1804,0.7115778667819859,2025-09-28,mexico,2,65,Moda,San Silvano los bajos,0.038333147880271506,0.42910111233590537,0.8016447570804536,Regular
9772,57,0.6853541824119243,2026-03-25,norte,47,35,Tecnologia,San Graciela los altos,0.30442861911650165,0.5565687944683836,0.5091363999917966,Regular
9771,1802,0.5414704824414276,2026-05-02,mexico,8,48,Tecnologia,San Marco Antonio los bajos,0.9725714921553354,0.9456859404749974,0.301798568528127,Regular
9770,796,0.41609916380052464,2024-12-31,sur,1,32,Tecnologia,San Guillermina de la Montaña,0.3545343273617447,0.5202926144904298,0.5248661840405241,Regular
9769,957,0.0650004647797954,2024-11-23,centro,32,40,Deportes,Nueva Omán,0.10170245910759987,0.9452850987072853,0.8058694448432148,Regular
9768,247,0.4575858124957058,2024-10-09,mexico,9,46,Moda,Nueva Granada,0.938188494492044,0.7750275578715302,0.609626545805049,Regular
9767,1733,0.8253802100804676,2025-01-18,mexico,27,25,Moda,Vieja Federación de Rusia,0.2489929898742628,0.14700871830844775,0.5255224462172637,Premium Joven
9766,1637,0.9249906033650056,2025-05-17,norte,49,62,Hogar,San Elias los altos,0.5736953377100256,0.5851287704178775,0.23213223682861306,Regular
9765,1818,0.40070282788193784,2024-09-13,norte,20,42,Moda,Vieja Palau,0.20711027039056415,0.8562982262751778,0.6823896146510531,Regular
9764,1206,0.2416026415658633,2026-04-18,mexico,41,28,Moda,Nueva Nigeria,0.7677311672415712,0.8961819821625413,0.3580935583765714,Premium Joven
9763,252,0.5365842322444014,2024-12-16,mexico,30,46,Hogar,Vieja Etiopía,0.9206520529653945,0.7322376991682533,0.07918213326223826,Regular
9762,420,0.7182909036531692,2024-08-09,sur,14,47,Moda,Vieja Niger,0.8324468676977856,0.8334502455155827,0.8325916203523307,Regular
9761,1852,0.01927825760117044,2024-09-23,norte,11,56,Tecnologia,Vieja Myanmar,0.0035050628685879687,0.6603868123058423,0.21878140317056666,Regular
9760,1553,0.6571420488301695,2024-09-16,mexico,50,64,Tecnologia,Vieja Kuwait,0.24903749860910204,0.9450846778234292,0.19921658702651707,Regular
9759,1451,0.03690553653775427,2025-04-10,centro,37,62,Deportes,Vieja Noruega,0.7587181484366307,0.9483916224070548,0.40673899222739485,Regular
9758,1142,0.5660209595479915,2025-06-05,mexico,46,22,Moda,San Sergio los altos,0.5356181150550796,0.6048702274777031,0.2957076352002625,Premium Joven
9757,1196,0.4897627198105315,2025-09-04,sur,12,66,Moda,Vieja Bosnia y Herzegovina,0.5730944697896962,0.5285098707285298,0.41662394126453517,Regular
9756,345,0.760268602306116,2025-11-07,centro,14,60,Moda,Nueva Etiopía,0.8554912651607878,0.014029461869926846,0.6610610939070157,Regular
9755,1720,0.40406136709924867,2026-01-02,mexico,5,18,Tecnologia,San Teresa de la Montaña,0.3700344942695004,0.9982964224872232,0.7494924222226779,Premium Joven
9754,1036,0.08946404827243369,2025-07-23,mexico,43,60,Tecnologia,Nueva Tonga,0.22729498164014686,0.7396532718709289,0.5808945673796682,Regular
9753,1316,0.8954366707217019,2025-06-07,mexico,2,70,Hogar,San David los altos,0.07609880939134306,0.15602765808197214,0.6118619388445683,Regular
9752,480,0.42264245500729497,2025-10-17,norte,47,50,Deportes,San Trinidad los bajos,0.16628463335929675,0.3654674817115943,0.7436475872110908,Regular
9751,367,0.3770132037877532,2026-02-13,mexico,18,64,Hogar,San Mauricio de la Montaña,0.33842216534994995,0.0549153221765708,0.8259264576198191,Regular
9750,1044,0.9958917507648658,2025-11-07,norte,41,43,Hogar,Nueva Malawi,0.9385223100033382,0.060627317366469584,0.8221324419105431,Regular
9749,1739,0.16033286316478665,2025-02-09,sur,1,64,Deportes,Nueva Congo,0.9527094692333371,0.4723920232488225,0.540862574598552,Regular
9748,1320,0.626915195874372,2026-05-30,centro,5,29,Hogar,San Porfirio de la Montaña,0.5576388116167798,0.9643250826736146,0.9850905436721971,Premium Joven
9747,567,0.09754515436751551,2025-06-29,sur,29,34,Tecnologia,Nueva Eritrea,0.35692667185935234,0.7578915723018338,0.7675601402760402,Regular
9746,879,0.0522169996241346,2026-03-30,mexico,43,55,Moda,Nueva Chile,0.5156336931122733,0.7313358051909009,0.9634338918397899,Regular
9745,1613,0.1908102930537649,2025-09-02,sur,34,63,Tecnologia,Vieja Rumania,0.3078669188828308,0.7471690550155325,0.35185906769754516,Regular
9744,744,0.7446075439823141,2025-03-23,mexico,4,20,Deportes,San Carmen los bajos,0.3845443418270835,0.6716103818017837,0.8718853181846147,Premium Joven
9743,549,0.6478484737035675,2025-07-12,norte,27,50,Hogar,San Gabino los bajos,0.4794592188717036,0.25443431205531614,0.3205225487582289,Regular
9742,444,0.5324173803394104,2025-09-13,centro,19,36,Moda,Vieja Benin,0.11314120396127741,0.4432307846477603,0.5147966612661757,Regular
9741,515,0.2589429694983207,2025-01-18,mexico,23,25,Tecnologia,San Florencia los altos,0.14433069989985534,0.08938771419981963,0.541395787617153,Premium Joven
9740,31,0.2699481467410853,2024-10-22,mexico,38,43,Moda,San Barbara los altos,0.42662735061755874,0.30814710892875036,0.13681015565718502,Regular
9739,1264,0.6581564812532079,2024-07-15,sur,36,44,Hogar,Vieja Kazajstán,0.8371425392233226,0.2094398236296222,0.7316297860995467,Regular
9738,223,0.0308189419995231,2026-04-04,norte,35,30,Tecnologia,Nueva Montenegro,0.569322354512073,0.7478705281090289,0.10266401427370235,Regular
9737,1760,0.7285403085329529,2024-08-15,mexico,6,69,Hogar,Nueva Georgia,0.8938577945921886,0.9698366569796573,0.6964377268718852,Regular
9736,647,0.11674460148163715,2026-03-12,mexico,35,59,Deportes,San Blanca de la Montaña,0.9286970067875822,0.11574306042689649,0.6211931666700846,Regular
9735,552,0.31599367899478237,2024-12-18,sur,34,35,Tecnologia,San Alejandro los altos,0.36392567041281854,0.1094298025854294,0.5511371793031316,Regular
9734,158,0.7908349465907392,2025-05-02,sur,1,19,Hogar,Vieja Guinea Bissau,0.752653833314788,0.7897584928349534,0.04007300916716228,Premium Joven
9733,1174,0.3235170493353649,2025-06-10,mexico,9,40,Moda,Nueva Antigua y Barbuda,0.24001335262045173,0.928349534021445,0.9101741145587662,Regular
9732,1517,0.3951901353519595,2024-09-25,norte,12,46,Moda,San Raquel de la Montaña,0.332257705574719,0.13889167251227577,0.5631549804146756,Regular
9731,922,0.8065505660209595,2024-08-18,mexico,9,33,Deportes,Vieja Líbano,0.590174696784244,0.5527607976751178,0.9486679928631487,Regular
9730,1490,0.36510877867994457,2025-08-31,centro,7,48,Moda,Vieja Sudáfrica,0.7031712473572939,0.34482413067441625,0.36488177026722174,Regular
9729,904,0.7965618419829527,2024-11-07,sur,4,34,Tecnologia,San Horacio los altos,0.6335929676198954,0.44252931155426395,0.24667254568199998,Regular
9728,1643,0.7836753169596127,2025-09-03,centro,6,70,Hogar,San Jorge Luis de la Montaña,0.14870368309780793,0.6852390019039983,0.3869485859600911,Regular
9727,858,0.17014779997494228,2025-11-08,mexico,31,56,Hogar,Vieja Lituania,0.8652720596417047,0.9865718007816414,0.7049896433625232,Regular
9726,19,0.4574847734097458,2025-04-02,centro,6,69,Tecnologia,Vieja República Checa,0.3661288527873595,0.7967732237699168,0.2034207665962552,Regular
9725,1581,0.44754656891471895,2025-01-30,sur,48,62,Hogar,San Ernesto los bajos,0.7215533548458885,0.9109129171259644,0.9639055802793215,Regular
9724,1571,0.21272567079849167,2025-04-21,centro,28,69,Tecnologia,San Alonso los altos,0.3211527762323356,0.30965026555767106,0.8304177518918807,Regular
9723,1212,0.46180924628883435,2024-12-08,norte,9,70,Hogar,Nueva Qatar,0.456047624346278,0.774726926545746,0.9638645638932752,Regular
9722,1160,0.9847249109845653,2025-04-08,norte,37,21,Moda,San Berta los altos,0.3123066651830422,0.6713097504759996,0.17944668895223642,Premium Joven
9721,1025,0.6110257892163004,2025-09-16,sur,42,69,Deportes,Nueva Madagascar,0.5090352731723601,0.6443531415973545,0.9674124812862738,Regular
9720,191,0.3887539455763067,2026-04-11,centro,29,60,Deportes,Vieja Turkmenistán,0.9677868031601202,0.6764204830143301,0.20520497938926602,Regular
9719,1442,0.7842552813130231,2024-07-25,mexico,21,51,Moda,Vieja Gambia,0.833448314231668,0.325784146708087,0.8344373577244109,Regular
9718,1770,0.5797541921116764,2026-04-05,mexico,41,64,Deportes,San Yeni los bajos,0.4789807499721821,0.3143601563282894,0.5158220709173315,Regular
9717,1423,0.2787304640927296,2025-05-16,centro,11,60,Moda,Nueva Botswana,0.7081673528429955,0.999899789558072,0.6070835298701831,Regular
9716,251,0.5341006915115043,2024-10-15,sur,8,37,Tecnologia,San Jorge Luis los altos,0.6607878046066541,0.8102014229882754,0.9454276983654969,Regular
9715,959,0.979000036374071,2026-03-22,norte,37,33,Deportes,Vieja República de Macedonia del Norte,0.4124513185712696,0.7121956107826435,0.7061381021718176,Regular
9714,669,0.5383261460863521,2026-05-04,centro,48,35,Moda,Nueva Nicaragua,0.3941582285523534,0.9506964625714,0.8084124607780808,Regular
9713,788,0.8064596308435955,2025-10-06,norte,15,56,Moda,San Camila los altos,0.7628908423278068,0.6356348331496141,0.8551301244847316,Regular
9712,36,0.5671606804376205,2025-12-29,mexico,30,54,Hogar,Vieja Bahamas,0.7533771002559252,0.7463673714801082,0.90888209839831,Regular
9711,1540,0.46132021711278787,2025-06-27,norte,3,49,Deportes,San Julio de la Montaña,0.8766885501279627,0.7856498647159034,0.0013125243534792136,Regular
9710,616,0.9152888303311253,2026-04-06,mexico,47,58,Hogar,San Juan Carlos de la Montaña,0.8054078112829642,0.29441827838460766,0.9035704764053238,Regular
9709,1725,0.0973572216676299,2026-03-04,mexico,11,65,Hogar,San Karina los bajos,0.38010459552687215,0.6980659384707886,0.8439941756731814,Regular
9708,382,0.4741218693039215,2025-07-23,sur,7,66,Moda,Vieja Tailandia,0.4697006787582063,0.8325483515382303,0.6884805479789176,Regular
9707,1866,0.9497108261359823,2025-06-25,mexico,32,61,Hogar,San Gerardo los altos,0.954289529320129,0.8429702374987473,0.6200241996677672,Regular
9706,876,0.7542992131075985,2025-05-24,sur,12,59,Hogar,Nueva India,0.025481250695448987,0.15753081471089286,0.8070589200385553,Regular
9705,1948,0.5539649758112428,2026-03-18,centro,3,45,Moda,San Liliana los bajos,0.1194058083898965,0.6255135785148812,0.2029285699637005,Regular
9704,636,0.6212186122079465,2024-07-01,mexico,50,60,Moda,Vieja Jamaica,0.6060309335707132,0.9240404850185389,0.019195668669633514,Regular
9703,1513,0.9577171633074539,2025-12-21,mexico,11,52,Hogar,Vieja Panamá,0.9177478580171359,0.8939773524401242,0.6893418920858883,Regular
9702,732,0.9205570082730804,2024-10-20,mexico,3,43,Hogar,Nueva Luxemburgo,0.8135417825748303,0.8634131676520693,0.6313242140235024,Regular
9701,404,0.4238508824753767,2025-02-19,mexico,9,47,Hogar,Vieja República Democrática del Congo,0.40011127183709805,0.8566990680428901,0.6873936137486926,Regular
9700,565,0.7841461591001864,2026-03-21,mexico,11,57,Hogar,Nueva Belarús,0.12422387893624123,0.08978855596753181,0.9077746559750619,Regular
9699,960,0.006755473287286455,2024-08-04,sur,13,34,Moda,Nueva Gambia,0.16914431957271617,0.7610983064435314,0.24702118496339287,Regular
9698,773,0.11904020951464864,2024-10-03,mexico,41,30,Deportes,San Amador los bajos,0.24642261043729832,0.42739753482312853,0.9900740345768133,Regular
9697,618,0.27876683816367526,2025-01-30,sur,21,34,Tecnologia,Nueva Arabia Saudita,0.5953154556581729,0.4231886962621505,0.182645967063842,Regular
9696,1018,0.22885150891770972,2024-10-31,centro,25,58,Hogar,Vieja San Vicente y las Granadinas,0.5149438077222656,0.1096302234692855,0.10469432538299049,Regular
9695,1344,0.8898188975423253,2025-06-01,sur,42,33,Tecnologia,Vieja Honduras,0.9898853900077891,0.9903797975749072,0.38754332355776133,Regular
9694,542,0.42368921993784076,2025-08-21,mexico,29,41,Moda,Vieja Argentina,0.7024145988650272,0.9255436416474596,0.05188572834847521,Regular
9693,850,0.17537354150079415,2024-12-05,mexico,43,30,Tecnologia,San Ofelia los bajos,0.759374652275509,0.4116644954404249,0.9018272799983592,Regular
9692,454,0.8872989827384825,2025-07-30,norte,29,34,Deportes,San Timoteo los altos,0.793045510181373,0.2537328389618198,0.22876889317282256,Regular
9691,653,0.6138952992575648,2025-07-12,centro,13,35,Tecnologia,Nueva Andorra,0.7842550350506287,0.9778534923339012,0.3717315067369414,Regular
9690,767,0.36872395717559375,2025-08-22,norte,18,65,Tecnologia,San Federico los altos,0.10263714253922332,0.3969335604770017,0.6688336990627755,Regular
9689,460,0.8583048066313972,2025-09-09,centro,28,46,Moda,San Carlota de la Montaña,0.3353955713808835,0.2517286301232588,0.9019298209634748,Regular
9688,861,0.5421939222969013,2025-12-16,sur,28,67,Deportes,San Minerva de la Montaña,0.8705352175364415,0.438520893877142,0.3599392957486516,Regular
9687,1430,0.18982617235651436,2025-07-18,sur,33,43,Tecnologia,Vieja Libia,0.1548125069544898,0.440725523599559,0.9401365845655338,Regular
9686,1262,0.11932513973705586,2026-01-12,sur,8,39,Moda,Vieja Tuvalu,0.9322910871258485,0.77452650566189,0.7150796743298947,Regular
9685,966,0.950038192774493,2025-06-11,mexico,34,47,Tecnologia,San Natalia de la Montaña,0.012529208857238239,0.2616494638741357,0.4077028772994811,Regular
9684,1586,0.7215787155103079,2025-09-16,centro,14,49,Tecnologia,San Samuel los altos,0.538477801268499,0.6808297424591642,0.1491355796640758,Regular
9683,1465,0.16528984072198488,2024-10-25,mexico,3,30,Tecnologia,Vieja Camboya,0.8518415489039723,0.9166249123158633,0.4350197904062673,Regular
9682,921,0.2286575138726665,2024-07-15,centro,34,47,Deportes,Nueva Egipto,0.5646711917213754,0.18408658182182583,0.6808104837882734,Regular
9681,702,0.9363979161698912,2024-10-11,mexico,8,42,Moda,Nueva Sri Lanka,0.9890174696784244,0.2535324180779637,0.2168126166403478,Regular
9680,728,0.39316127050588245,2026-04-13,sur,15,18,Moda,San Ernesto los altos,0.06193390452876377,0.9943882152520293,0.5683230450565,Premium Joven
9679,273,0.3741659223454001,2025-10-11,centro,50,35,Tecnologia,Nueva Zambia,0.9336597307221541,0.1463072452149514,0.6185681179631262,Regular
9678,1960,0.4360907573485727,2026-02-06,sur,40,58,Tecnologia,San Gilberto los altos,0.19350172471347502,0.43771921034171757,0.31637989376756015,Regular
9677,1325,0.5372611941203335,2024-07-01,sur,5,43,Deportes,San Isabel de la Montaña,0.4494046956715255,0.4586631927046798,0.4921145997826131,Regular
9676,424,0.3369208944788202,2025-08-10,sur,35,22,Deportes,Vieja Islandia,0.40588628018248585,0.4665798176169957,0.015524702118496339,Premium Joven
9675,714,0.018213305635151902,2026-03-18,sur,7,46,Hogar,Vieja Letonia,0.4088238566818738,0.4845174867221164,0.6582719796558725,Regular
9674,581,0.6708126371605592,2026-02-19,centro,7,61,Tecnologia,Nueva España,0.4519305663736508,0.6695059625212947,0.39640286294374605,Regular
9673,863,0.1392379227980552,2026-01-08,centro,12,69,Hogar,San Yolanda de la Montaña,0.8344275063981306,0.14189798577011725,0.8142162794036216,Regular
9672,1497,0.8413827805148143,2024-06-20,mexico,20,43,Tecnologia,San Gustavo los altos,0.36265717146990095,0.15973544443330995,0.17308914911507145,Regular
9671,1714,0.769087293728706,2025-11-15,mexico,31,60,Tecnologia,San Marcos los bajos,0.5874930455101813,0.45305140795670906,0.4201923668505568,Regular
9670,1708,0.7317109150503781,2026-01-04,centro,50,28,Hogar,Nueva Serbia,0.460509625013909,0.3072452149513979,0.48766432189659764,Premium Joven
9669,1830,0.8740446754422481,2025-05-03,sur,11,67,Hogar,Vieja Estados Unidos de América,0.9362523645265384,0.2680629321575308,0.3999507803367445,Regular
9668,1186,0.7477599634642665,2025-05-27,centro,45,34,Hogar,San Octavio de la Montaña,0.33554022476911094,0.7878544944383205,0.9024835421750989,Regular
9667,308,0.5646791604864425,2025-10-19,sur,33,38,Deportes,Vieja Eslovaquia,0.9159452542561477,0.7689147209139192,0.6111851684748056,Regular
9666,1896,0.4742350330801967,2025-05-30,norte,28,62,Tecnologia,Vieja Letonia,0.6955268721486592,0.7607976751177472,0.9275240458563195,Regular
9665,221,0.7835520492747414,2025-11-06,sur,11,51,Deportes,San Amador los bajos,0.6339379103148993,0.11163443230784648,0.08035110026455569,Regular
9664,123,0.6022737835904441,2024-06-17,mexico,37,46,Moda,Nueva Federación de Rusia,0.49063091131634584,0.046096803286902494,0.40384733701113595,Regular
9663,1385,0.05769331808316729,2025-04-17,mexico,29,51,Moda,Vieja Angola,0.6272393457215979,0.24421284697865517,0.22017596029613828,Regular
9662,658,0.5237583306726373,2024-09-11,sur,23,60,Tecnologia,San Araceli los bajos,0.9254256147769,0.052911113338009824,0.585796025512192,Regular
9661,1448,0.9967748323761564,2026-01-04,norte,11,35,Hogar,Nueva Guinea Ecuatorial,0.4430399465895182,0.2719711393927247,0.7660015176062837,Regular
9660,686,0.8460689733216398,2024-11-09,sur,21,39,Hogar,San Violeta los bajos,0.4921998442194281,0.8925744062531316,0.02116445519985234,Regular
9659,708,0.2849261808437976,2026-01-08,mexico,32,33,Deportes,San Carla los bajos,0.30703238010459555,0.7791361859905802,0.9368552736818359,Regular
9658,462,0.1867161892906652,2025-04-03,sur,35,46,Moda,San Roberto los altos,0.8129854233893401,0.756087784347129,0.8724800557822849,Regular
9657,1845,0.14817381956035872,2025-03-17,sur,25,39,Hogar,San Itzel de la Montaña,0.053354845888505614,0.9772522296823328,0.22267795984495803,Regular
9656,873,0.04421066245266318,2025-03-06,mexico,16,52,Moda,Nueva Afganistán,0.24223878936241236,0.6012626515682934,0.3479009864440844,Regular
9655,969,0.7819819018789228,2026-02-07,sur,27,22,Hogar,San Mercedes los altos,0.2761878268610215,0.025954504459364668,0.9023604930169602,Premium Joven
9654,220,0.950644427290253,2025-05-04,norte,18,20,Deportes,Vieja México,0.01947257149215534,0.37037779336606874,0.36182604950677794,Premium Joven
9653,886,0.7318826814965101,2026-01-31,mexico,30,25,Tecnologia,San Francisco Javier los bajos,0.6435740514075887,0.6366369375688946,0.5664567994913967,Premium Joven
9652,334,0.38503772799469743,2025-04-01,mexico,31,39,Tecnologia,San María Luisa los bajos,0.27876933348169575,0.7861509169255436,0.07967432989479296,Regular
9651,222,0.09568199362241288,2025-11-26,mexico,48,53,Hogar,Nueva Pakistán,0.7597529765216424,0.7859504960416875,0.8525666003568425,Regular
9650,1808,0.46323187661915133,2026-01-20,sur,46,62,Tecnologia,Vieja Belice,0.2117614331812618,0.7202124461368874,0.791370152375874,Regular
9649,240,0.32011607370195083,2026-02-15,centro,20,23,Hogar,Nueva Haití,0.6278179592745077,0.8976851387914621,0.09889050675744959,Premium Joven
9648,752,0.07139017657590661,2025-01-03,sur,39,55,Hogar,Nueva Irán,0.5060865694892622,0.04309049002906103,0.4490679026270995,Regular
9647,1582,0.5185588593091351,2026-03-06,mexico,10,42,Hogar,Vieja Mali,0.5578391009235563,0.3174666800280589,0.44978568938290847,Regular
9646,705,0.7092539678049057,2026-01-30,mexico,35,57,Hogar,San Rafaél los bajos,0.294124847001224,0.5407355446437518,0.8104837882734152,Regular
9645,1192,0.8183579936062467,2025-09-01,mexico,5,61,Deportes,Vieja Burundi,0.48534549905418944,0.5703978354544543,0.4983490904616394,Regular
9644,815,0.18134293069931173,2025-01-24,mexico,41,70,Deportes,San Judith de la Montaña,0.3089128741515522,0.057019741457059826,0.31264740263735363,Regular
9643,545,0.6729789151635418,2025-11-03,mexico,20,30,Deportes,San Rubén de la Montaña,0.27961499944364077,0.8691251628419681,0.6810975984905969,Regular
9642,1026,0.11372555359315198,2024-12-02,mexico,26,35,Deportes,Vieja Camboya,0.24536552798486702,0.26365367271269663,0.8188921474128914,Regular
9641,1846,0.727905783073124,2026-04-12,mexico,31,24,Moda,San Estela de la Montaña,0.4189941025926338,0.22256739152219662,0.4809581427780398,Premium Joven
9640,355,0.3790178192531999,2025-11-02,norte,4,37,Hogar,Vieja Camerún,0.6502169800823412,0.9155225974546547,0.27519944217714976,Regular
9639,853,0.16172518176931563,2024-09-28,mexico,4,39,Moda,San José Eduardo de la Montaña,0.2303104484255035,0.5534622707686141,0.24716474231455465,Regular
9638,1840,0.01228231128929915,2025-08-11,sur,3,26,Tecnologia,San Gabriel de la Montaña,0.7980527428507844,0.639242409059024,0.14599782613153955,Regular
9637,1246,0.04490581136406807,2026-04-02,sur,43,35,Moda,San María José de la Montaña,0.10922443529542672,0.9528008818518889,0.8105042964664383,Regular
9636,792,0.5070040294387481,2025-12-17,mexico,43,61,Tecnologia,San Rebeca de la Montaña,0.4367642149771893,0.23559474897284297,0.7833309407108139,Regular
9635,145,0.3237009404718121,2025-05-19,mexico,42,61,Tecnologia,Vieja Timor-Leste,0.2593412707243796,0.6566790259545044,0.6093189229097024,Regular
9634,1813,0.15409066843417707,2025-12-16,mexico,1,55,Moda,San Gerardo los altos,0.5752753977968176,0.3931255636837358,0.5341974118660404,Regular
